#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237650762398695590,198.673307248877,-1.96203571438692,18.20875,16.31817,15.40327,14.94838,14.59542,1231,301,5,196,382944265300371456,GALAXY,0.08159997,340,51990,503
1237650762398761048,198.726770278595,-2.00221361373457,19.28049,17.78367,17.04116,16.66253,16.39243,1231,301,5,197,384030577755449344,GALAXY,0.1153981,341,51690,359
1237650762398826546,198.930271608796,-1.95990078790083,19.20163,17.97215,18.10859,18.26069,18.27991,1231,301,5,198,384026454586845184,STAR,0.0002637869,341,51690,344
1237650762398826607,198.888570758132,-1.8089918013637,18.90966,17.82617,17.22904,16.89748,16.66129,1231,301,5,198,382957459439904768,GALAXY,0.120826,340,51990,551
1237650762398826620,198.911324369539,-1.97951768822521,19.24785,18.99271,18.80524,18.59623,18.58635,1231,301,5,198,382955535294556160,QSO,1.502359,340,51990,544
1237650762398892054,199.024730272695,-1.89754553526231,18.68995,17.4823,16.41127,16.66805,16.49148,1231,301,5,199,382955810172463104,STAR,-9.177552E-06,340,51990,545
1237650762923442198,170.8818668935,-1.47209250797061,17.4107,16.43608,16.17066,16.05644,16.01919,1231,301,6,11,367136043331250176,STAR,0.0001627699,326,52375,337
1237650762923442201,170.906732302751,-1.56952205835552,17.61632,16.38015,15.94872,15.78003,15.7177,1231,301,6,11,3640113920594780160,STAR,8.513289E-05,3233,54891,289
1237650762923442202,170.896663957686,-1.56565227516413,16.09008,14.91449,14.32554,13.91501,13.64964,1231,301,6,11,367134668941715456,GALAXY,0.04463125,326,52375,332
1237650762923507884,170.998390868158,-1.51847634546358,18.63179,18.18673,18.0238,17.68875,17.83545,1231,301,6,12,367135493575436288,GALAXY,0.1206283,326,52375,335
1237650762923507921,171.101952583799,-1.41294646563037,19.18499,17.73031,17.1103,16.83249,16.70009,1231,301,6,12,3640107873280827392,STAR,-0.0001289112,3233,54891,267
1237650762923507985,171.005950229291,-1.42492913147425,19.48767,18.14497,17.64336,17.29757,17.16178,1231,301,6,12,367134394063808512,GALAXY,0.0740535,326,52375,331
1237650762923573259,171.140728740419,-1.38357660383639,17.87508,16.64877,16.08887,15.84685,15.7192,1231,301,6,13,3640109247670362112,STAR,0.0009119068,3233,54891,272
1237650762923573348,171.152650564386,-1.41034585861818,19.57182,18.20644,17.30419,16.83613,16.48943,1231,301,6,13,367131645284739072,GALAXY,0.1746488,326,52375,321
1237650762923573351,171.153442882529,-1.55712866351626,19.00963,18.8215,18.48748,18.32408,18.29952,1231,301,6,13,367142640401016832,QSO,1.284435,326,52375,361
1237650762923573367,171.172596356988,-1.48019174881982,18.94049,17.59972,16.92697,16.58047,16.33988,1231,301,6,13,367145664057993216,GALAXY,0.09750687,326,52375,372
1237650762923704416,171.434101955635,-1.52986522970193,18.48344,17.4457,17.12205,16.85737,16.74147,1231,301,6,15,367145938935900160,GALAXY,0.06346171,326,52375,373
1237650762923704418,171.438719990174,-1.55283516875473,18.87413,17.94512,17.58935,17.25179,17.1517,1231,301,6,15,367157208930084864,GALAXY,0.06277878,326,52375,414
1237650762923704445,171.47814674328,-1.58373928996298,17.94766,16.47312,15.73696,15.30214,15.0179,1231,301,6,15,367158308441712640,GALAXY,0.04589505,326,52375,418
1237650762923704456,171.50152403683,-1.38453913524418,19.55228,18.03623,17.35018,17.09032,16.89334,1231,301,6,15,3640085333292457984,STAR,0.0002074118,3233,54891,185
1237650762923769888,171.676424364645,-1.48041704746791,18.88364,17.72491,17.29921,17.12558,17.0458,1231,301,6,16,367155834540550144,STAR,2.625073E-05,326,52375,409
1237650762923769896,171.693478852539,-1.57164515502193,18.78454,18.6443,18.31186,18.22631,17.63956,1231,301,6,16,367157758685898752,QSO,0.3406637,326,52375,416
1237650762923769936,171.629705828667,-1.39642454723394,19.23446,17.82392,17.17782,16.81703,16.53888,1231,301,6,16,367155559662643200,GALAXY,0.07500073,326,52375,408
1237650762923769938,171.628074309785,-1.56783540778553,19.43161,17.71559,16.99813,16.70523,16.5132,1231,301,6,16,3640093579629666304,STAR,-0.0001833964,3233,54891,215
1237650762923769971,171.676195840412,-1.4589945503895,19.25079,17.29677,16.37869,15.94119,15.60109,1231,301,6,16,367154735028922368,GALAXY,0.07431035,326,52375,405
1237650762923769996,171.7066855139,-1.44424651868977,18.23952,17.3522,17.1414,16.88322,16.85088,1231,301,6,16,367169303557990400,GALAXY,0.07555289,326,52375,458
1237650762923835449,171.841622328928,-1.55871846857599,18.10646,16.67481,16.05508,15.82872,15.69561,1231,301,6,17,3640092754995945472,STAR,-4.004137E-05,3233,54891,212
1237650762923835459,171.863703062903,-1.41310776626489,17.06646,15.88387,15.9836,16.10507,16.20394,1231,301,6,17,3640080935245946880,STAR,0.0004374046,3233,54891,169
1237650762923835496,171.793938474426,-1.42046791723553,19.56973,17.93909,17.00167,16.51232,16.13563,1231,301,6,17,367169853313804288,GALAXY,0.1051569,326,52375,460
1237650762923900951,171.91222182152,-1.42824802723782,18.1148,16.31868,15.50009,15.16404,14.95651,1231,301,6,18,3640081759879667712,STAR,0.0001468878,3233,54891,172
1237650762923901065,171.95966810901,-1.48447346250126,19.32919,19.40872,19.37841,19.14491,18.97479,1231,301,6,18,367166005023107072,QSO,1.964179,326,52375,446
1237650762923966491,172.104413836601,-1.56870195942034,18.82505,17.52692,16.97943,16.74312,16.61185,1231,301,6,19,3640071314519203840,STAR,-4.245746E-05,3233,54891,134
1237650762923966556,172.060510965514,-1.4208867441742,18.92953,16.68121,15.75426,15.43043,15.23407,1231,301,6,19,3640081485001760768,STAR,-1.693531E-06,3233,54891,171
1237650762923966566,172.074474323579,-1.51457533958808,18.84417,16.90734,15.90035,15.45891,15.07175,1231,301,6,19,367190194278918144,GALAXY,0.1045928,326,52375,534
1237650762923966595,172.099110395969,-1.50598493507718,19.04522,17.69076,17.13636,16.89519,16.76062,1231,301,6,19,3640075162809901056,STAR,0.0002678741,3233,54891,148
1237650762923966626,172.154058752809,-1.42572574300478,19.53372,18.77592,18.46394,18.31104,18.24781,1231,301,6,19,3640073238664552448,STAR,0.0005676558,3233,54891,141
1237650762923966694,172.056325310507,-1.407792533361,19.06428,18.00207,17.44528,17.14838,16.97518,1231,301,6,19,367191293790545920,GALAXY,0.1196319,326,52375,538
1237648703520506132,222.568074554098,-0.658151772362449,19.3511,16.83573,15.72565,15.32666,15.10008,752,301,2,528,3303406347206289408,STAR,8.239143E-05,2934,54626,58
1237648703520506142,222.573128340661,-0.650142796823636,18.63844,16.90358,16.11441,15.73233,15.41901,752,301,2,528,346807985516865536,GALAXY,0.0427188,308,51662,112
1237648703520571411,222.689270141926,-0.733418077860315,18.97666,18.73322,18.54754,18.3679,18.12569,752,301,2,529,4525111112589352960,QSO,2.076002,4019,55363,434
1237648703520571452,222.718615470507,-0.77487711039352,18.99833,17.58197,16.86536,16.6126,16.44872,752,301,2,529,346795066255239168,STAR,-0.0001551575,308,51662,65
1237648703520571529,222.813993759254,-0.819435462952378,18.27386,16.61151,16.02007,15.84372,15.76281,752,301,2,529,3275258849988208640,STAR,5.586285E-05,2909,54653,58
1237648703520571533,222.815266502324,-0.63053543291662,19.13205,18.14196,17.77503,17.65434,17.61087,752,301,2,529,3275257200720766976,STAR,0.0001650796,2909,54653,52
1237648703520571688,222.78725761727,-0.741471387345119,19.44096,17.81349,17.15072,16.93345,16.82673,752,301,2,529,3303393702822569984,STAR,-0.0001297459,2934,54626,12
1237648703520636995,222.860650501116,-0.785329620721437,17.84366,16.3761,15.77057,15.53896,15.42234,752,301,2,530,3275245380970768384,STAR,-9.651884E-05,2909,54653,9
1237648703520637008,222.877707443214,-0.781071681534142,18.41394,16.97205,16.37675,16.15413,16.04679,752,301,2,530,3275246205604489216,STAR,0.0001260234,2909,54653,12
1237648703520637101,222.97045898736,-0.656069893573085,17.69923,16.3271,15.70422,15.47854,15.38434,752,301,2,530,3275245930726582272,STAR,-0.0003550512,2909,54653,11
1237648703520637130,222.977589253228,-0.673732741903127,17.2382,15.73552,15.18054,14.98918,14.92518,752,301,2,530,3275244556337047552,STAR,8.253192E-05,2909,54653,6
1237648703520637288,222.972846524386,-0.723448527666214,18.42207,17.57896,17.22782,17.07591,16.89034,752,301,2,530,346784071138961408,GALAXY,0.04374821,308,51662,25
1237648703520702518,223.017819708867,-0.682861156247982,18.78119,17.24049,16.5902,16.32405,16.1883,752,301,2,531,3731311814374432768,STAR,4.782352E-05,3314,54970,289
1237648703520702543,223.031171884274,-0.648615192218209,16.41532,15.04747,14.52682,14.33113,14.25605,752,301,2,531,3275247305116116992,STAR,0.0001738306,2909,54653,16
1237648703520702582,223.057196317214,-0.735703054210401,19.19518,18.00062,17.39205,17.14002,17.01985,752,301,2,531,3303391228921407488,STAR,-9.645848E-05,2934,54626,3
1237648703520702608,223.090585117404,-0.799925310161065,17.81793,16.32067,15.7777,15.59434,15.54037,752,301,2,531,3275247030238210048,STAR,-0.0001684773,2909,54653,15
1237648703520702672,223.121603514921,-0.692931318643633,18.4827,17.24912,16.62797,16.41334,16.32608,752,301,2,531,3275248404627744768,STAR,-5.593716E-05,2909,54653,20
1237648703520702679,223.126044919894,-0.789452885478742,18.80113,17.88431,17.5455,17.42717,17.36698,752,301,2,531,4525089672112611328,STAR,-0.0001081666,4019,55363,356
1237648703520768104,223.188840824914,-0.660676776330301,15.8167,14.78719,14.43654,14.29882,14.25689,752,301,2,532,3275244281459140608,STAR,-0.000137241,2909,54653,5
1237648703520768133,223.196299016917,-0.695897382952905,18.72201,16.99106,16.25826,15.93776,15.76647,752,301,2,532,3303393153066756096,STAR,-0.0005318578,2934,54626,10
1237648703520768136,223.197124300515,-0.776156723320236,19.26623,18.801,18.88099,19.02359,19.22711,752,301,2,532,3303392603310942208,STAR,-5.986958E-05,2934,54626,8
1237648703520768147,223.217170584973,-0.769626709401714,15.69954,14.39706,14.49986,14.59672,14.65804,752,301,2,532,3275248129749837824,STAR,-0.0003859471,2909,54653,19
1237648703520768298,223.213274592268,-0.739941425621122,18.23928,16.19638,15.22665,14.79289,14.42442,752,301,2,532,347974298046064640,GALAXY,0.07732239,309,51994,259
1237648703520768342,223.237040728761,-0.785461104902949,18.76506,16.94584,16.06008,15.64803,15.31613,752,301,2,532,347969350243739648,GALAXY,0.07877933,309,51994,241
1237648703520833659,223.368164515808,-0.694267957306121,18.7753,17.78123,17.35322,17.16966,17.07952,752,301,2,533,3731302468525596672,STAR,-0.0005995044,3314,54970,255
1237648703520833683,223.404689126784,-0.745855065881301,18.59702,17.17312,16.58962,16.33159,16.20334,752,301,2,533,3731318686322106368,STAR,0.0001365478,3314,54970,314
1237648703520833728,223.290626378837,-0.639103516802542,18.38262,17.22134,16.75249,16.41846,16.22691,752,301,2,533,347972923656529920,GALAXY,0.07764611,309,51994,254
1237648703520833768,223.331247147961,-0.628602531459919,19.08026,18.43025,18.04582,17.66979,17.70107,752,301,2,533,347963577807693824,GALAXY,0.1857505,309,51994,220
1237648703520899107,223.459659505263,-0.707319532187192,19.16113,17.481,16.78056,16.49664,16.35763,752,301,2,534,3731307691205828608,STAR,0.0001113985,3314,54970,274
1237648703520899134,223.488406311416,-0.801474183372421,17.7916,16.59501,16.10525,15.88312,15.80073,752,301,2,534,3731306041938386944,STAR,2.066952E-06,3314,54970,268
1237648703520899459,223.545667487406,-0.770118637658776,19.34521,17.80249,17.07351,16.68611,16.40781,752,301,2,534,347961103906531328,GALAXY,0.08367053,309,51994,211
1237648703520964987,223.710505519516,-0.7210943485115,19.37185,18.05815,17.4878,17.2501,17.12168,752,301,2,535,3731309340473270272,STAR,-6.464271E-05,3314,54970,280
1237648703521030199,223.783942349789,-0.752076528717518,18.21628,18.1196,17.82188,17.73178,17.75728,752,301,2,536,4525057236519591936,QSO,1.378025,4019,55363,238
1237648703521030224,223.832667779021,-0.753140768720707,19.2054,18.0392,17.55543,17.35051,17.28793,752,301,2,536,3731296696089550848,STAR,-0.0004856589,3314,54970,234
1237648703521030328,223.769786926456,-0.796378308370656,18.84937,17.67759,17.12492,16.74357,16.63217,752,301,2,536,347937739284441088,GALAXY,0.07642194,309,51994,126
1237648703521030388,223.806707018589,-0.720109962796997,19.33934,18.27542,17.79002,17.43747,17.25102,752,301,2,536,347940488063510528,GALAXY,0.08537325,309,51994,136
1237648703521095993,224.01560553692,-0.656084793065036,18.30292,16.95268,16.30225,15.69571,15.65902,752,301,2,537,347930317580953600,GALAXY,0.09933627,309,51994,99
1237648703521096115,223.894290272896,-0.792164380941969,19.44499,18.16541,17.637,17.36391,17.16909,752,301,2,537,347929218069325824,GALAXY,0.08511535,309,51994,95
1237648703521161246,224.07497694553,-0.779236687583796,18.55902,17.46949,17.00673,16.82938,16.76764,752,301,2,538,3731296421211643904,STAR,-0.0006532879,3314,54970,233
1237648703521226805,224.212873617993,-0.791369675628049,19.1043,18.20065,17.74669,17.54845,17.46231,752,301,2,539,3731285426095366144,STAR,-1.204111E-06,3314,54970,193
1237648703521226954,224.324007621154,-0.741937133844538,18.15518,16.49258,15.79862,15.44927,15.35631,752,301,2,539,3731273606345367552,STAR,-0.0001103565,3314,54970,150
1237648703521227072,224.278663006876,-0.749361748349455,18.92051,17.41899,16.78222,16.41768,16.13919,752,301,2,539,347917948075141120,GALAXY,0.08679748,309,51994,54
1237648703521292321,224.369449022268,-0.654671767194084,19.14906,18.09502,17.597,17.37876,17.30102,752,301,2,540,3731266734397693952,STAR,0.0001879023,3314,54970,125
1237648703521292396,224.412407848763,-0.676876133371507,19.19685,17.06604,16.17965,15.85784,15.67242,752,301,2,540,3731268108787228672,STAR,-0.0001332832,3314,54970,130
1237648703521292398,224.414053664567,-0.65347603174593,19.0043,17.93927,17.47507,17.26452,17.18647,752,301,2,540,3731269483176763392,STAR,-0.0006946784,3314,54970,135
1237648703521292624,224.455697833655,-0.822108972661408,19.30395,18.21375,17.79748,17.63016,17.56896,752,301,2,540,347906678080956416,STAR,-3.864942E-05,309,51994,13
1237648703521357894,224.558055265119,-0.777543363074238,18.61467,17.21652,16.62266,16.37745,16.24591,752,301,2,541,3731263435862810624,STAR,-0.0005360172,3314,54970,113
1237648703521357946,224.617349867808,-0.785671260428547,17.59948,16.52588,16.43055,16.45628,16.50794,752,301,2,541,3731262611229089792,STAR,-0.0001424299,3314,54970,110
1237648703521358041,224.559759950596,-0.680855359339387,19.5267,18.55008,18.23365,18.10015,18.02016,752,301,2,541,3731270857566298112,STAR,6.448998E-05,3314,54970,140
1237648703521358057,224.573007954938,-0.687700170993406,19.55615,18.97431,18.89629,18.81924,18.61028,752,301,2,541,4525019303368433664,QSO,2.613434,4019,55363,100
1237648704581795973,194.187602183359,0.188224918660381,19.47629,17.90995,17.0871,16.52479,16.14867,752,301,4,338,330017893657896960,GALAXY,0.06219848,293,51689,470
1237648704581926946,194.447677877177,0.097364769287574,18.09859,17.06643,16.98781,16.98701,16.98863,752,301,4,340,330016794146269184,STAR,0.0002191403,293,51689,466
1237648704581992460,194.57080573581,0.119509422636888,18.47809,18.13122,18.42068,18.66541,18.99133,752,301,4,341,330021192192780288,STAR,-0.0001252306,293,51689,482
1237648704581992508,194.653128130662,0.0531931220384625,18.93758,17.59093,16.84849,16.38815,16.08679,752,301,4,341,330023666093942784,GALAXY,0.08315092,293,51689,491
1237648704582320188,195.400539857741,0.032765036073517,18.04461,17.65251,17.61519,17.45412,17.47957,752,301,4,346,329910416396281856,QSO,1.784155,293,51689,79
1237648704582385758,195.459132559984,0.0998712525194437,19.44484,18.72983,18.41893,18.07769,18.15538,752,301,4,347,330053078029985792,GALAXY,0.1267802,293,51689,598
1237648704582451301,195.733815075191,0.0907841169973299,18.16197,16.8875,16.99262,17.07647,17.12806,752,301,4,348,330062973634635776,STAR,0.0003683974,293,51689,634
1237648704582451331,195.61544666031,0.141526472807028,19.12699,17.76001,17.05817,16.66443,16.38545,752,301,4,348,330052253396264960,GALAXY,0.06776057,293,51689,595
1237648704582451377,195.671970103953,0.101736609633467,19.59202,18.54725,18.17758,17.89173,17.79495,752,301,4,348,330064073146263552,GALAXY,0.06883805,293,51689,638
1237648704582516794,195.871781189991,0.085326723591265,18.78078,17.74285,17.35681,17.20231,17.08759,752,301,4,349,331112187588274176,STAR,0.0001475708,294,51986,355
1237648704582713550,196.289542607924,0.120950905864575,19.43575,19.23609,18.83967,18.65039,18.56982,752,301,4,352,331123182704551936,QSO,1.355875,294,51986,395
1237648704582778918,196.397663260419,0.161094202455986,18.38991,18.2598,18.19667,18.00587,17.98064,752,301,4,353,331133078309201920,QSO,1.622166,294,51986,431
1237648704582844431,196.562911420237,0.04244524611455,17.70956,16.55238,16.14866,16.00597,15.95733,752,301,4,354,8394852479913664512,STAR,-5.295987E-05,7456,56727,519
1237648704582844445,196.584528202751,0.168945054661147,19.12094,17.58937,17.02704,16.79213,16.66552,752,301,4,354,8394850555768315904,STAR,0.0001925151,7456,56727,512
1237648704582844524,196.492861297259,0.0598518504842305,18.90925,17.64096,17.0385,16.66984,16.43635,752,301,4,354,331133902942922752,GALAXY,0.08411138,294,51986,434
1237648704582844527,196.502847032857,0.0236230270995034,19.04856,18.20117,17.6791,17.11403,17.11561,752,301,4,354,331135002454550528,GALAXY,0.1379202,294,51986,438
1237648704582844560,196.56568988736,0.171451723350034,19.50415,18.1993,17.45359,17.08136,16.84905,752,301,4,354,331133628065015808,GALAXY,0.08485544,294,51986,433
1237648704582844567,196.590877594329,0.0377725134867303,19.45233,18.38344,17.73336,17.33437,17.13593,752,301,4,354,331145172937107456,GALAXY,0.1746797,294,51986,475
1237648704582844587,196.600672926924,0.133656841721613,19.23165,17.24213,16.27876,15.85311,15.50076,752,301,4,354,331146547326642176,GALAXY,0.08442093,294,51986,480
1237648704582844625,196.636101842207,0.15177104938745,19.25389,17.53061,16.86491,16.62826,16.84148,752,301,4,354,3294480511795226624,QSO,3.014294,2926,54625,354
1237648704582910015,196.787485913655,0.190401631031619,17.87918,16.73628,16.2504,16.08178,15.99605,752,301,4,355,8394857152838082560,STAR,-0.0002812629,7456,56727,536
1237648704582975493,196.803483459078,0.0308929488255782,18.20696,17.33865,17.12949,17.04756,17.01832,752,301,4,356,3266334114088773632,STAR,-0.0001965944,2901,54652,358
1237648704582975496,196.803752613965,0.0149882608376927,17.96967,17.06885,16.77602,16.65815,16.60409,752,301,4,356,8394858252349710336,STAR,0.000310705,7456,56727,540
1237648704582975515,196.829185856811,0.0503898409085211,19.18364,16.95643,15.93134,15.52509,15.29773,752,301,4,356,8394856603082268672,STAR,0.0006585549,7456,56727,534
1237648704582975619,196.927416556058,0.0725896526260796,18.56336,17.63531,17.24414,17.09406,17.02098,752,301,4,356,8394856877960175616,STAR,0.0001980031,7456,56727,535
1237648704583041039,196.962814930793,0.155816367738572,16.54492,15.44219,14.99683,14.82111,14.76502,752,301,4,357,331149845861525504,STAR,0.0002231223,294,51986,492
1237648704583041121,197.061842697958,0.20636160383463,18.94997,18.14569,17.92771,17.81157,17.8007,752,301,4,357,3294491781789411328,STAR,0.0003534729,2926,54625,395
1237648704583041125,197.064503222817,0.19551715687685,19.2052,17.89232,17.34715,17.1118,17.03429,752,301,4,357,8394868147954360320,STAR,9.427522E-05,7456,56727,576
1237648704583041226,197.026040383513,0.0947431659979261,18.43867,17.02725,16.29835,15.88346,15.57929,752,301,4,357,331151220251060224,GALAXY,0.08466341,294,51986,497
1237648704583106563,197.088272306222,0.113709428385922,17.9241,16.54516,16.04758,15.88647,15.81988,752,301,4,358,8394867598198546432,STAR,-3.527867E-05,7456,56727,574
1237648704583106566,197.088609335297,0.0351941285095197,18.90691,17.25967,16.69534,16.4959,16.42205,752,301,4,358,8394867873076453376,STAR,-0.0001040347,7456,56727,575
1237648704583106579,197.118853101687,0.0759456903571747,17.93498,16.55572,15.95159,15.70138,15.55488,752,301,4,358,8394867323320639488,STAR,-0.0002036048,7456,56727,573
1237648704583106585,197.147260500651,0.113934222878982,18.68226,17.52212,17.132,16.99078,16.95238,752,301,4,358,331155343419664384,STAR,-0.0002390416,294,51986,512
1237648704583106592,197.18562281173,0.17664759633584,17.24914,15.61597,14.99571,14.76664,14.63486,752,301,4,358,3266341810670168064,STAR,-0.0001748334,2901,54652,386
1237648704583106612,197.219982357464,0.167274827254684,17.97728,17.08235,16.79874,16.69605,16.65909,752,301,4,358,8394877493803196416,STAR,0.0002929369,7456,56727,610
1237648704583106616,197.220969880319,0.0222481651351261,18.82291,16.1427,14.91105,14.46399,14.20706,752,301,4,358,3266343459937609728,STAR,-4.875015E-05,2901,54652,392
1237648704583106628,197.233439075362,0.0727861943214706,17.87521,16.58622,16.17974,16.04951,15.99767,752,301,4,358,8394879967704358912,STAR,-0.0001336814,7456,56727,619
1237648704583106672,197.149120520317,0.0372110245330819,19.45225,18.19144,17.57734,17.1347,16.93178,752,301,4,358,331157542442919936,GALAXY,0.08149845,294,51986,520
1237648704583106690,197.165430579481,0.10232159395984,18.98722,17.24205,16.35865,15.92408,15.57912,752,301,4,358,331153694152222720,GALAXY,0.08164962,294,51986,506
1237648704583106713,197.187148201189,0.19374326899936,19.25841,17.83725,17.10895,16.65463,16.40142,752,301,4,358,331157267565012992,GALAXY,0.08361565,294,51986,519
1237648704583106724,197.20732747345,0.0471236393106375,19.53724,17.6856,16.80624,16.35671,16.03229,752,301,4,358,331156168053385216,GALAXY,0.08134668,294,51986,515
1237648704583172110,197.279803607207,0.107351084080175,18.35398,17.93098,18.05724,18.19904,18.44381,752,301,4,359,331155618297571328,STAR,-5.440615E-05,294,51986,513
1237648704583172114,197.324870942741,0.103488770471827,16.9288,15.66604,15.76036,15.85543,15.93302,752,301,4,359,8394879143070638080,STAR,-0.000505797,7456,56727,616
1237648704583172147,197.240697903213,0.031235740009465,19.43389,19.0389,18.8754,18.61559,18.58644,752,301,4,359,331155893175478272,QSO,0.5837151,294,51986,514
1237648704583172338,197.345576378105,0.022401114620394,18.78993,17.46638,16.74135,16.34335,16.07928,752,301,4,359,332235613577177088,GALAXY,0.1412275,295,51985,346
1237648704583237717,197.465480737647,0.156449906101857,18.56834,17.55382,17.24229,17.142,17.11325,752,301,4,360,8394890687942729728,STAR,0.0002694824,7456,56727,658
1237648704583237740,197.479626263832,0.0670732013267616,16.99394,15.73226,15.31457,15.18011,15.11469,752,301,4,360,3294514321777780736,STAR,-0.000228716,2926,54625,477
1237648704583237769,197.490574472688,0.176651367057243,17.55858,15.32449,14.42141,14.52631,13.97417,752,301,4,360,331168262681290752,STAR,-6.791623E-05,294,51986,559
1237648704583237773,197.501608049419,0.0743420342897218,18.7211,17.1022,16.44853,16.1998,16.03582,752,301,4,360,8394889588431101952,STAR,8.84109E-05,7456,56727,654
1237648704583237783,197.504700720335,0.0987263633632776,18.22794,16.68215,16.09734,15.90972,15.79942,752,301,4,360,8394890413064822784,STAR,6.989219E-05,7456,56727,657
1237648722291654676,150.681669437762,0.819025683461798,17.87599,16.31599,15.73033,15.50656,15.39252,756,301,5,233,3211226038461818880,STAR,-6.144945E-05,2852,54468,580
1237648722291654758,150.744677345711,0.678210148239285,17.22548,15.71041,15.10089,14.83332,14.68923,756,301,5,233,3211224389194377216,STAR,0.0003448904,2852,54468,574
1237648722291654817,150.649118114974,0.677043507228788,19.58094,18.57637,18.15829,17.98241,17.92779,756,301,5,233,3228109314568775680,STAR,0.0008879572,2867,54479,561
1237648722291655017,150.703161298294,0.63562605747397,19.25974,18.00986,17.53096,17.23808,17.08458,756,301,5,233,302962764496791552,GALAXY,0.04552755,269,51910,348
1237648722291720221,150.82313484846,0.735370139686069,18.31744,16.8568,16.35073,16.1841,16.11247,756,301,5,234,3211236758700189696,STAR,-4.821734E-06,2852,54468,619
1237648722291720255,150.846681794313,0.662397379584681,17.62459,16.16584,15.62385,15.44141,15.35783,756,301,5,234,3211235384310654976,STAR,-0.0001625825,2852,54468,614
1237648722291720264,150.870329626796,0.803582059362384,17.33107,16.41841,16.12802,16.02151,15.98649,756,301,5,234,3211236208944375808,STAR,0.0006145759,2852,54468,617
1237648722291720267,150.874226174368,0.74017764744718,19.30671,18.13841,17.64711,17.45595,17.3589,756,301,5,234,3211234834554841088,STAR,0.0005733516,2852,54468,612
1237648722291720416,150.931061144213,0.704673786631999,18.74585,17.16286,16.40765,16.01444,15.72605,756,301,5,234,302991626677020672,GALAXY,0.03229077,269,51910,453
1237648722291785743,150.984439236436,0.816617085940659,18.2508,17.10107,16.57613,16.19083,15.95732,756,301,5,235,302990802043299840,GALAXY,0.04620731,269,51910,450
1237648722291785827,150.994180802791,0.73663067830833,17.84598,16.73731,16.23418,15.92681,15.73382,756,301,5,235,303011692764227584,GALAXY,0.04659506,269,51910,526
1237648722291785834,150.999600908471,0.806913660323101,17.76233,16.64459,16.17845,15.8629,15.63265,756,301,5,235,303012792275855360,GALAXY,0.0463645,269,51910,530
1237648722291785871,151.049589584457,0.803904355066198,19.55684,18.62743,18.40178,18.32479,18.29009,756,301,5,235,3228121958952495104,STAR,-0.0001026496,2867,54479,607
1237648722291785877,151.057170910993,0.812449412583351,17.88684,16.00563,15.0993,14.63778,14.30061,756,301,5,235,303012242520041472,GALAXY,0.06219585,269,51910,528
1237648722291851295,151.123978267401,0.6889287509862,18.84721,17.26369,16.64487,16.34792,16.12976,756,301,5,236,303013616909576192,GALAXY,0.0455955,269,51910,533
1237648722291851300,151.148398844081,0.661702882596768,17.37115,15.84286,15.23106,14.98188,14.84333,756,301,5,236,3211235659188561920,STAR,8.746334E-06,2852,54468,615
1237648722291851303,151.155295612727,0.829351937174857,18.97595,17.99892,17.51334,17.07997,16.93605,756,301,5,236,303010318374692864,GALAXY,0.06594614,269,51910,521
1237648722291851345,151.185836409165,0.73184021154095,18.41546,16.61751,15.8797,15.61639,15.4683,756,301,5,236,3211235109432748032,STAR,0.0001351496,2852,54468,613
1237648722291851359,151.20108249998,0.669278998744296,18.81863,18.52837,18.08999,17.7423,17.65442,756,301,5,236,303014441543297024,QSO,0.2140629,269,51910,536
1237648722291851379,151.216932727266,0.698481360150568,19.28819,17.57117,16.68612,16.25317,16.02441,756,301,5,236,303010593252599808,GALAXY,0.0627381,269,51910,522
1237648722291851388,151.227323509036,0.672953922837132,16.71337,15.62561,15.29305,15.18932,15.16007,756,301,5,236,3211233460165306368,STAR,0.0001226545,2852,54468,607
1237648722291851468,151.201111368319,0.768392760758587,19.01097,17.3055,16.46524,16.05206,15.70793,756,301,5,236,303011417886320640,GALAXY,0.06817851,269,51910,525
1237648722291916821,151.29173572876,0.637667909129336,17.44236,15.71426,15.13466,14.96197,14.86963,756,301,5,237,3211233185287399424,STAR,0.0002346047,2852,54468,606
1237648722291916829,151.301232958669,0.772066831857814,19.22758,19.40259,19.85248,20.13877,20.7961,756,301,5,237,564103378615953408,STAR,0.0001730102,501,52235,100
1237648722291916833,151.306742626372,0.674531144381186,18.49649,17.75198,17.55795,17.46643,17.27712,756,301,5,237,4311291284302045184,QSO,2.552232,3829,55300,802
1237648722291916909,151.265898698124,0.743215270638588,19.48026,17.69214,16.71715,16.30135,15.93822,756,301,5,237,303024062270040064,GALAXY,0.09780461,269,51910,571
1237648722291916928,151.297839834033,0.835809443951982,18.69204,17.60953,17.13106,16.82388,16.64757,756,301,5,237,303021863246784512,GALAXY,0.09841955,269,51910,563
1237648722291916929,151.301274947497,0.632184206394599,19.32625,17.81828,16.95504,16.44193,16.07552,756,301,5,237,303000422770042880,GALAXY,0.0624475,269,51910,485
1237648722291916958,151.374702770192,0.671213856906876,18.70243,16.85093,15.88851,15.45638,15.087,756,301,5,237,303024612025853952,GALAXY,0.09744647,269,51910,573
1237648722291982368,151.457643610602,0.633353147320226,16.34388,14.46255,13.58914,13.18534,12.90456,756,301,5,238,564099805203163136,GALAXY,0.02091974,501,52235,87
